"Inventory ID","URI","Thickness","Unit"
"C_2224","http://data.cyl/id/object/C.2224","1,25","http://qudt.org/vocab/unit/CM"
"C_2235","http://data.cyl/id/object/C.2235","1,3","http://qudt.org/vocab/unit/CM"
"C_2246","http://data.cyl/id/object/C.2246","0,85","http://qudt.org/vocab/unit/CM"
"C_2255","http://data.cyl/id/object/C.2255","1,65","http://qudt.org/vocab/unit/CM"
"C_2267","http://data.cyl/id/object/C.2267","1,35","http://qudt.org/vocab/unit/CM"
"C_2378","http://data.cyl/id/object/C.2378","1,3","http://qudt.org/vocab/unit/CM"
"C_2404","http://data.cyl/id/object/C.2404","1,75","http://qudt.org/vocab/unit/CM"
"C_2434","http://data.cyl/id/object/C.2434",2,"http://qudt.org/vocab/unit/CM"
"C_601","http://www.ashmolean.org/id/object/AN1896-1908%20C.601","1,4","http://qudt.org/vocab/unit/CM"
"C_603","http://www.ashmolean.org/id/object/AN1896-1908%2020C.603","1,55","http://qudt.org/vocab/unit/CM"
"D_292","http://data.cyl/id/object/D.292","1,3","http://qudt.org/vocab/unit/CM"
"GAA42453","http://collection.britishmuseum.org/id/object/GAA42453","0,00375","http://qudt.org/vocab/unit/M"
"GAA5761","http://collection.britishmuseum.org/id/object/GAA5761","0,004","http://qudt.org/vocab/unit/M"
"GAA5911","http://collection.britishmuseum.org/id/object/GAA5911","0,004","http://qudt.org/vocab/unit/M"
"GAA5965","http://collection.britishmuseum.org/id/object/GAA5965","0,003","http://qudt.org/vocab/unit/M"
"GAA75434","http://collection.britishmuseum.org/id/object/GAA75434","0,003","http://qudt.org/vocab/unit/M"
"GAA75966","http://collection.britishmuseum.org/id/object/GAA75966","0,0025","http://qudt.org/vocab/unit/M"
"GAA76113","http://collection.britishmuseum.org/id/object/GAA76113","0,003","http://qudt.org/vocab/unit/M"
"GAA76120","http://collection.britishmuseum.org/id/object/GAA76120","0,003","http://qudt.org/vocab/unit/M"
"GAA76122","http://collection.britishmuseum.org/id/object/GAA76122","0,0025","http://qudt.org/vocab/unit/M"
"GAA76124","http://collection.britishmuseum.org/id/object/GAA76124","0,003","http://qudt.org/vocab/unit/M"
"GAA76125","http://collection.britishmuseum.org/id/object/GAA76125","0,0035","http://qudt.org/vocab/unit/M"
"GAA76126","http://collection.britishmuseum.org/id/object/GAA76126","0,0025","http://qudt.org/vocab/unit/M"
"GAA76128","http://collection.britishmuseum.org/id/object/GAA76128","0,002","http://qudt.org/vocab/unit/M"
"GAA76131","http://collection.britishmuseum.org/id/object/GAA76131","0,003","http://qudt.org/vocab/unit/M"
"GAA76132","http://collection.britishmuseum.org/id/object/GAA76132","0,002","http://qudt.org/vocab/unit/M"
"GAA76134","http://collection.britishmuseum.org/id/object/GAA76134","0,002","http://qudt.org/vocab/unit/M"
"GAA76135","http://collection.britishmuseum.org/id/object/GAA76135","0,0015","http://qudt.org/vocab/unit/M"
"GAA76140","http://collection.britishmuseum.org/id/object/GAA76140","0,0025","http://qudt.org/vocab/unit/M"
"GAA76144","http://collection.britishmuseum.org/id/object/GAA76144","0,00225","http://qudt.org/vocab/unit/M"
"GAA76145","http://collection.britishmuseum.org/id/object/GAA76145","0,0025","http://qudt.org/vocab/unit/M"
"GAA76146","http://collection.britishmuseum.org/id/object/GAA76146","0,0025","http://qudt.org/vocab/unit/M"
"GAA76147","http://collection.britishmuseum.org/id/object/GAA76147","0,002","http://qudt.org/vocab/unit/M"
"GAA76148","http://collection.britishmuseum.org/id/object/GAA76148","0,00275","http://qudt.org/vocab/unit/M"
"GAA76149","http://collection.britishmuseum.org/id/object/GAA76149","0,00475","http://qudt.org/vocab/unit/M"
"GAA76150","http://collection.britishmuseum.org/id/object/GAA76150","0,00475","http://qudt.org/vocab/unit/M"
"GAA76228","http://collection.britishmuseum.org/id/object/GAA76228","0,00325","http://qudt.org/vocab/unit/M"
"GAA76229","http://collection.britishmuseum.org/id/object/GAA76229","0,0045","http://qudt.org/vocab/unit/M"
"GAA76230","http://collection.britishmuseum.org/id/object/GAA76230","0,003","http://qudt.org/vocab/unit/M"
"GAA76231","http://collection.britishmuseum.org/id/object/GAA76231","0,004","http://qudt.org/vocab/unit/M"
"GAA76233","http://collection.britishmuseum.org/id/object/GAA76233","0,0035","http://qudt.org/vocab/unit/M"
"GAA76234","http://collection.britishmuseum.org/id/object/GAA76234","0,005","http://qudt.org/vocab/unit/M"
"GAA76235","http://collection.britishmuseum.org/id/object/GAA76235","0,0075","http://qudt.org/vocab/unit/M"
"GAA76236","http://collection.britishmuseum.org/id/object/GAA76236","0,007","http://qudt.org/vocab/unit/M"
"GAA76451","http://collection.britishmuseum.org/id/object/GAA76451","0,006","http://qudt.org/vocab/unit/M"
"GAA76704","http://collection.britishmuseum.org/id/object/GAA76704","0,0065","http://qudt.org/vocab/unit/M"
"GAA76709","http://collection.britishmuseum.org/id/object/GAA76709","0,00675","http://qudt.org/vocab/unit/M"
"GAA77462","http://collection.britishmuseum.org/id/object/GAA77462","0,006","http://qudt.org/vocab/unit/M"
"GAA77581","http://collection.britishmuseum.org/id/object/GAA77581","0,006","http://qudt.org/vocab/unit/M"
"GAA77582","http://collection.britishmuseum.org/id/object/GAA77582","0,00575","http://qudt.org/vocab/unit/M"
"GAA77707","http://collection.britishmuseum.org/id/object/GAA77707","0,00625","http://qudt.org/vocab/unit/M"
"GAA77711","http://collection.britishmuseum.org/id/object/GAA77711","0,006","http://qudt.org/vocab/unit/M"
"GAA77712","http://collection.britishmuseum.org/id/object/GAA77712","0,005","http://qudt.org/vocab/unit/M"
"GAA77713","http://collection.britishmuseum.org/id/object/GAA77713","0,0115","http://qudt.org/vocab/unit/M"
"GAA77714","http://collection.britishmuseum.org/id/object/GAA77714","0,00925","http://qudt.org/vocab/unit/M"
"GAA77715","http://collection.britishmuseum.org/id/object/GAA77715","0,0045","http://qudt.org/vocab/unit/M"
"GAA77727","http://collection.britishmuseum.org/id/object/GAA77727","0,0055","http://qudt.org/vocab/unit/M"
"GAA79332","http://collection.britishmuseum.org/id/object/GAA79332","0,0055","http://qudt.org/vocab/unit/M"
"GAA79741","http://collection.britishmuseum.org/id/object/GAA79741","0,008","http://qudt.org/vocab/unit/M"
"GAA79744","http://collection.britishmuseum.org/id/object/GAA79744","0,0085","http://qudt.org/vocab/unit/M"
"GAA79749","http://collection.britishmuseum.org/id/object/GAA79749","0,0075","http://qudt.org/vocab/unit/M"
"GAA79794","http://collection.britishmuseum.org/id/object/GAA79794","0,0085","http://qudt.org/vocab/unit/M"
"GAA79871","http://collection.britishmuseum.org/id/object/GAA79871","0,006","http://qudt.org/vocab/unit/M"
"GAA79873","http://collection.britishmuseum.org/id/object/GAA79873","0,005","http://qudt.org/vocab/unit/M"
"GAA79886","http://collection.britishmuseum.org/id/object/GAA79886","0,00525","http://qudt.org/vocab/unit/M"
"GAA79887","http://collection.britishmuseum.org/id/object/GAA79887","0,005","http://qudt.org/vocab/unit/M"
"GAA79888","http://collection.britishmuseum.org/id/object/GAA79888","0,00525","http://qudt.org/vocab/unit/M"
"GAA79889","http://collection.britishmuseum.org/id/object/GAA79889","0,00525","http://qudt.org/vocab/unit/M"
"GAA79890","http://collection.britishmuseum.org/id/object/GAA79890","0,0055","http://qudt.org/vocab/unit/M"
"GAA79892","http://collection.britishmuseum.org/id/object/GAA79892","0,007","http://qudt.org/vocab/unit/M"
"GAA79893","http://collection.britishmuseum.org/id/object/GAA79893","0,007","http://qudt.org/vocab/unit/M"
"GAA79910","http://collection.britishmuseum.org/id/object/GAA79910","0,00625","http://qudt.org/vocab/unit/M"
"GAA80111","http://collection.britishmuseum.org/id/object/GAA80111","0,008","http://qudt.org/vocab/unit/M"
"GAA80112","http://collection.britishmuseum.org/id/object/GAA80112","0,00775","http://qudt.org/vocab/unit/M"
"GAA80127","http://collection.britishmuseum.org/id/object/GAA80127","0,006","http://qudt.org/vocab/unit/M"
"GAA86632","http://collection.britishmuseum.org/id/object/GAA86632","0,014875","http://qudt.org/vocab/unit/M"
"GAA87749","http://collection.britishmuseum.org/id/object/GAA87749","0,01425","http://qudt.org/vocab/unit/M"
"GAA94179","http://collection.britishmuseum.org/id/object/GAA94179","0,016","http://qudt.org/vocab/unit/M"
"GAA94180","http://collection.britishmuseum.org/id/object/GAA94180","0,003","http://qudt.org/vocab/unit/M"
"GAA94181","http://collection.britishmuseum.org/id/object/GAA94181","0,00325","http://qudt.org/vocab/unit/M"
"GAA94183","http://collection.britishmuseum.org/id/object/GAA94183","0,01175","http://qudt.org/vocab/unit/M"
"GAA9975","http://collection.britishmuseum.org/id/object/GAA9975","0,0025","http://qudt.org/vocab/unit/M"
"GAA9986","http://collection.britishmuseum.org/id/object/GAA9986","0,00225","http://qudt.org/vocab/unit/M"
"GAM84060","http://collection.britishmuseum.org/id/object/GAM84060","0,0025","http://qudt.org/vocab/unit/M"
"GR_10_1890","http://data.fitzmuseum.cam.ac.uk/id/object/66498","1,2","http://qudt.org/vocab/unit/CM"
"GR_11_1890","http://data.fitzmuseum.cam.ac.uk/id/object/66499",1,"http://qudt.org/vocab/unit/CM"
"GR_12_1890","http://data.fitzmuseum.cam.ac.uk/id/object/66500","1,4","http://qudt.org/vocab/unit/CM"
"GR_14_1890","http://data.fitzmuseum.cam.ac.uk/id/object/66502","1,3","http://qudt.org/vocab/unit/CM"
"GR_15_1890","http://data.fitzmuseum.cam.ac.uk/id/object/66503","1,8","http://qudt.org/vocab/unit/CM"
"GR_16_1890","http://data.fitzmuseum.cam.ac.uk/id/object/66504","1,4","http://qudt.org/vocab/unit/CM"
"GR_20_1890","http://data.fitzmuseum.cam.ac.uk/id/object/66508","1,3","http://qudt.org/vocab/unit/CM"
"GR_21_1890","http://data.fitzmuseum.cam.ac.uk/id/object/66509","1,3","http://qudt.org/vocab/unit/CM"
"GR_22_1890","http://data.fitzmuseum.cam.ac.uk/id/object/66669","1,2","http://qudt.org/vocab/unit/CM"
"GR_22_1891","http://data.fitzmuseum.cam.ac.uk/id/object/66510","1,25","http://qudt.org/vocab/unit/CM"
"GR_25_1890","http://data.fitzmuseum.cam.ac.uk/id/object/66513","1,15","http://qudt.org/vocab/unit/CM"
"GR_9_1890","http://data.fitzmuseum.cam.ac.uk/id/object/66497","1,25","http://qudt.org/vocab/unit/CM"
"Inventory ID","Museum URL",,
"Jar01_01","http://biu.ac.il/tell_es_Safi/id/object/Jar01_01",,
"Jar01_02","http://biu.ac.il/tell_es_Safi/id/object/Jar01_02",,
"Jar01_03","http://biu.ac.il/tell_es_Safi/id/object/Jar01_03",,
"Jar01_04","http://biu.ac.il/tell_es_Safi/id/object/Jar01_04",,
"Jar01_05","http://biu.ac.il/tell_es_Safi/id/object/Jar01_05",,
"Jar01_06","http://biu.ac.il/tell_es_Safi/id/object/Jar01_06",,
"Jar01_07","http://biu.ac.il/tell_es_Safi/id/object/Jar01_07",,
"Jar01_08","http://biu.ac.il/tell_es_Safi/id/object/Jar01_08",,
"Jar01_09","http://biu.ac.il/tell_es_Safi/id/object/Jar01_09",,
"Jar01_10","http://biu.ac.il/tell_es_Safi/id/object/Jar01_10",,
"Jar01_11","http://biu.ac.il/tell_es_Safi/id/object/Jar01_11",,
"Jar01_12","http://biu.ac.il/tell_es_Safi/id/object/Jar01_12",,
"Jar01_13","http://biu.ac.il/tell_es_Safi/id/object/Jar01_13",,
"Jar01_14","http://biu.ac.il/tell_es_Safi/id/object/Jar01_14",,
"Jar01_15","http://biu.ac.il/tell_es_Safi/id/object/Jar01_15",,
"Jar03_01","http://biu.ac.il/tell_es_Safi/id/object/Jar03_01",,
"Jar03_02","http://biu.ac.il/tell_es_Safi/id/object/Jar03_02",,
"Jar03_03","http://biu.ac.il/tell_es_Safi/id/object/Jar03_03",,
"Jar03_04","http://biu.ac.il/tell_es_Safi/id/object/Jar03_04",,
"Jar03_05","http://biu.ac.il/tell_es_Safi/id/object/Jar03_05",,
"Jar03_06","http://biu.ac.il/tell_es_Safi/id/object/Jar03_06",,
"Jar03_07","http://biu.ac.il/tell_es_Safi/id/object/Jar03_07",,
"Jar03_08","http://biu.ac.il/tell_es_Safi/id/object/Jar03_08",,
"Jar03_09","http://biu.ac.il/tell_es_Safi/id/object/Jar03_09",,
"Jar03_10","http://biu.ac.il/tell_es_Safi/id/object/Jar03_10",,
"Jar03_11","http://biu.ac.il/tell_es_Safi/id/object/Jar03_11",,
"Jar03_12","http://biu.ac.il/tell_es_Safi/id/object/Jar03_12",,
"Jar03_13","http://biu.ac.il/tell_es_Safi/id/object/Jar03_13",,
"Jar03_14","http://biu.ac.il/tell_es_Safi/id/object/Jar03_14",,
"Jar03_15","http://biu.ac.il/tell_es_Safi/id/object/Jar03_15",,
"Jar03_16","http://biu.ac.il/tell_es_Safi/id/object/Jar03_16",,
"Jar03_17","http://biu.ac.il/tell_es_Safi/id/object/Jar03_17",,
"Jar03_18","http://biu.ac.il/tell_es_Safi/id/object/Jar03_18",,
"Jar03_19","http://biu.ac.il/tell_es_Safi/id/object/Jar03_19",,
"Jar03_20","http://biu.ac.il/tell_es_Safi/id/object/Jar03_20",,
"Jar03_21","http://biu.ac.il/tell_es_Safi/id/object/Jar03_21",,
"Jar03_22","http://biu.ac.il/tell_es_Safi/id/object/Jar03_22",,
"Jar03_23","http://biu.ac.il/tell_es_Safi/id/object/Jar03_23",,
"Jar03_24","http://biu.ac.il/tell_es_Safi/id/object/Jar03_24",,
"Jar03_25","http://biu.ac.il/tell_es_Safi/id/object/Jar03_25",,
"Jar03_26","http://biu.ac.il/tell_es_Safi/id/object/Jar03_26",,
"Jar03_27","http://biu.ac.il/tell_es_Safi/id/object/Jar03_27",,
"Jar03_28","http://biu.ac.il/tell_es_Safi/id/object/Jar03_28",,
"Jar03_29","http://biu.ac.il/tell_es_Safi/id/object/Jar03_29",,
"Jar03_30","http://biu.ac.il/tell_es_Safi/id/object/Jar03_30",,
"Jar03_31","http://biu.ac.il/tell_es_Safi/id/object/Jar03_31",,
"Jar03_32","http://biu.ac.il/tell_es_Safi/id/object/Jar03_32",,
"ortho_1","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_1",,
"ortho_10","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_10",,
"ortho_11","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_11",,
"ortho_12","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_12",,
"ortho_14","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_14",,
"ortho_15","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_15",,
"ortho_16","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_16",,
"ortho_17","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_17",,
"ortho_18","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_18",,
"ortho_19","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_19",,
"ortho_19 (2)","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_19_(2)",,
"ortho_2","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_2",,
"ortho_20","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_20",,
"ortho_21","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_21",,
"ortho_22","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_22",,
"ortho_23","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_23",,
"ortho_24","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_24",,
"ortho_25","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_25",,
"ortho_26","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_26",,
"ortho_27","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_27",,
"ortho_28","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_28",,
"ortho_29","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_29",,
"ortho_3","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_3",,
"ortho_30_A","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_30_A",,
"ortho_30_B","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_30_B",,
"ortho_30_C","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_30_C",,
"ortho_31","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_31",,
"ortho_32","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_32",,
"ortho_33","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_33",,
"ortho_34","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_34",,
"ortho_35_A","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_35_A",,
"ortho_35_B","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_35_B",,
"ortho_36","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_36",,
"ortho_37","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_37",,
"ortho_38_A","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_38_A",,
"ortho_38_B","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_38_B",,
"ortho_39","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_39",,
"ortho_4","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_4",,
"ortho_42","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_42",,
"ortho_44","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_44",,
"ortho_45","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_45",,
"ortho_48","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_48",,
"ortho_5","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_5",,
"ortho_52","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_52",,
"ortho_53","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_53",,
"ortho_54","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_54",,
"ortho_56_bis","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_56_bis",,
"ortho_57","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_57",,
"ortho_58","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_58",,
"ortho_59","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_59",,
"ortho_6","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_6",,
"ortho_60","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_60",,
"ortho_61","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_61",,
"ortho_62","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_62",,
"ortho_63","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_63",,
"ortho_7","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_7",,
"ortho_8","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_8",,
"ortho_9","http://www.makariosfoundation.org.cy/byzantine/id/object/ortho_9",,
